pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbsmax
HD 124330 b,HD 124330,212.8207093,54.4089731,60.1977,,238.37130525,0.86
HD 12484 b,HD 12484,30.6115322,2.8158078,48.3367,,947.1334,0.297
HD 125271 b,HD 125271,216.6474037,-81.4542756,39.3466,,3465.60094993,10.817
HD 125595 b,HD 125595,215.3434326,-40.3942443,28.1989,,1183.52140059,0.08045
HD 125612 b,HD 125612,215.2227183,-17.4818147,57.6207,,1007.4981164839999,1.3322
HD 125612 c,HD 125612,215.2227183,-17.4818147,57.6207,,17.018080646666665,0.051133333333333336
HD 125612 d,HD 125612,215.2227183,-17.4818147,57.6207,,2293.7249018166667,4.080666666666667
HD 126525 b,HD 126525,216.8852514,-51.9329118,37.6506,,75.32571,1.837
HD 12661 b,HD 12661,31.142352499999998,25.4135632,37.8478,,758.2873026642857,0.8238428571428571
HD 12661 c,HD 12661,31.142352500000005,25.4135632,37.8478,,651.30201736,2.8729
HD 127506 b,HD 127506,217.6848544,35.4546059,22.5279,,27.333243,0.287
HD 128311 b,HD 128311,219.0032292,9.7454368,16.3292,,624.993014,1.0754000000000001
HD 128311 c,HD 128311,219.0032292,9.7454368,16.3292,,1060.82603855,1.74675
HD 128356 b,HD 128356,219.2702793,-25.8031728,26.1548,,282.8687,0.87
HD 130322 b,HD 130322,221.8857975,-0.2820782,31.876600000000003,,346.364880654,0.09059999999999999
HD 133131 A b,HD 133131 A,225.8984524,-27.8431369,51.4736,,451.3186,1.44
HD 133131 A c,HD 133131 A,225.8984524,-27.8431369,51.4736,,133.4886,4.49
HD 133131 B b,HD 133131 B,225.8999745,-27.8415947,51.2993,,794.575,6.15
HD 134060 b,HD 134060,227.6847587,-61.4223747,24.0125,,10.1,0.0444
HD 134060 c,HD 134060,227.6847587,-61.4223747,24.0125,,29.29,2.3928
HD 134606 b,HD 134606,228.8103897,-70.5203328,26.7909,,9.09,0.1046
HD 134606 c,HD 134606,228.8103897,-70.5203328,26.7909,,11.31,0.3007
HD 134606 d,HD 134606,228.8103897,-70.5203328,26.7909,,44.8,1.941
HD 134606 e,HD 134606,228.8103897,-70.5203328,26.7909,,2.34,0.0527
HD 134606 f,HD 134606,228.8103897,-70.5203328,26.7909,,5.63,0.1784
HD 134987 b,HD 134987,228.3675397,-25.3096721,26.1804,,513.1645065939999,0.8156000000000001
HD 134987 c,HD 134987,228.3675397,-25.3096721,26.1804,,278.584780275,6.21
HD 135625 b,HD 135625,229.4511514,-45.9225871,56.518,,731.0053361,5.4
HD 136118 b,HD 136118,229.7306046,-1.5922913,51.4359,,4704.178252005,2.34
HD 136352 b,HD 136352,230.4401147,-48.3188174,14.682,1.582803215,4.826,0.09622
HD 136352 c,HD 136352,230.4401147,-48.3188174,14.682,2.77150696,11.124,0.17165999999999998
HD 136352 d,HD 136352,230.4401147,-48.3188174,14.682,2.2299442033333334,9.472,0.42472000000000004
HD 136925 b,HD 136925,230.7157509,13.3663117,47.874,,266.97586188,5.13
HD 13724 c,HD 13724,33.0859626,-46.8166738,43.465,,50.85254512,0.534
HD 137388 b,HD 137388,233.915082,-80.2044169,40.4841,,67.21955,0.89
HD 13808 b,HD 13808,33.1780708,-53.7437591,28.2305,,11.2,0.10519
HD 13808 c,HD 13808,33.1780708,-53.7437591,28.2305,,9.96,0.2554
HD 13931 b,HD 13931,34.1979991,43.7722065,47.3963,,680.749845076,5.2402500000000005
HD 140901 b,HD 140901,236.8689866,-37.9172333,15.2528,,15.57359194,0.085
HD 140901 c,HD 140901,236.8689866,-37.9172333,15.2528,,1284.662421095,9.6105
HD 141004 b,HD 141004,236.6099205,7.3527684,11.8148,,13.26741933,0.12315
HD 141399 b,HD 141399,236.7235392,46.986288,37.0169,,144.40052332000002,0.4183666666666667
HD 141399 c,HD 141399,236.7235392,46.986288,37.0169,,425.7855509666667,0.6947666666666666
HD 141399 d,HD 141399,236.7235392,46.986288,37.0169,,388.0697593466666,2.112933333333333
HD 141399 e,HD 141399,236.7235392,46.986288,37.0169,,211.2506647033333,4.798933333333333
HD 141937 b,HD 141937,238.0735585,-18.4359716,33.3622,,4458.851904985,1.5025666666666666
HD 142 A d,HD 142,1.5836771,-49.0753625,26.1853,,82.63538582,0.474
HD 142 b,HD 142,1.5836771,-49.0753625,26.1853,,758.9018740079999,1.026
HD 142 c,HD 142,1.5836771,-49.0753625,26.1853,,2574.523732355,8.3055
HD 142022 A b,HD 142022 A,242.5481731,-84.2317494,34.2802,,1481.5237718566666,2.9663333333333335
HD 142415 b,HD 142415,239.418989,-60.2006948,35.5318,,522.88805,1.0550000000000002
HD 143105 b,HD 143105,238.4023547,68.7199779,46.7789,,384.5743,0.0379
HD 145377 b,HD 145377,242.9019658,-27.0781199,53.4884,,1871.9803000000002,0.45
HD 145675 c,14 Her,242.6021014,43.8163621,17.9323,,1983.7789736933335,16.108
HD 1461 b,HD 1461,4.6762645,-8.0536206,23.4534,,7.1877077175,0.06347933333333333
HD 1461 c,HD 1461,4.6762645,-8.0536206,23.4534,,6.32289532,0.1119
HD 147018 b,HD 147018,245.7490012,-61.6901291,40.4256,,674.0,0.2388
HD 147018 c,HD 147018,245.7490012,-61.6901291,40.4256,,2080.0,1.922
HD 147379 b,HD 147379,244.1725686,67.2392041,10.7643,,26.41983887,0.3246
HD 147513 b,HD 147513,246.0057894,-39.1929661,12.9032,,385.0,1.32
HD 148156 b,HD 148156,247.0723035,-46.3175085,57.1289,,270.144,2.45
HD 149806 b,HD 149806,249.2855187,0.2546794,20.2727,,4003.68444298,12.404
HD 150706 b,HD 150706,247.8255687,79.7894032,28.2697,,816.801514505,9.1
HD 151450 b,HD 151450,252.0080127,-15.964345,43.6002,,38.45723725,0.16
HD 151450 c,HD 151450,252.0080127,-15.964345,43.6002,,1636.18063924,14.131
HD 15337 b,HD 15337,36.8678846,-27.6361171,44.8155,1.647001715,7.076333333333333,0.052324999999999997
HD 15337 c,HD 15337,36.8678846,-27.6361171,44.8155,2.3686669774999998,7.897333333333333,0.12514999999999998
HD 153557 b,HD 153557,254.4706516,47.3678558,17.9412,,20.34101805,0.068
HD 153557 c,HD 153557,254.4706516,47.3678558,17.9412,,17.48056238,0.111
HD 153557 d,HD 153557,254.4706516,47.3678558,17.9412,,8725.66108578,21.449
HD 153950 b,HD 153950,256.1292826,-43.3103753,48.4549,,902.61875,1.28
HD 154088 b,HD 154088,256.1164214,-28.5838342,18.2692,,6.6,0.134
HD 154345 b,HD 154345,255.6524619,47.0855544,18.284,,760.32041036875,4.221666666666667
HD 154672 b,HD 154672,257.520697,-56.4498041,63.048399999999994,,1603.361,0.5966666666666667
HD 154857 b,HD 154857,257.816194,-56.681038,63.44820000000001,,686.8645,1.2603333333333333
HD 154857 c,HD 154857,257.816194,-56.681038,63.4482,,819.97,5.36
HD 155193 b,HD 155193,257.4208876,10.0381003,57.7995,,238.37130525,1.04
HD 155358 b,HD 155358,257.3930947,33.3549277,43.6197,,292.32585,0.635
HD 155358 c,HD 155358,257.3930947,33.3549277,43.6197,,261.0,1.02
HD 155918 b,HD 155918,260.5364025,-75.349239,27.561,,7.62788177,0.03
HD 155918 c,HD 155918,260.5364025,-75.349239,27.561,,1878.04805696,13.183
HD 156098 b,HD 156098,259.264687,-32.6630768,48.249,,15.89142035,0.167
HD 156098 c,HD 156098,259.264687,-32.6630768,48.249,,1661.6069118,8.415
HD 156279 b,HD 156279,258.0966686,63.3527828,36.1945,,3072.8725516120003,0.50074
HD 156279 c,HD 156279,258.0966686,63.3527828,36.1945,,3045.5941350274998,5.5056666666666665
HD 156411 b,HD 156411,259.9639522,-48.5502313,56.8655,,235.18,1.88
HD 156668 b,HD 156668,259.4183491,29.228161,24.3323,,4.440562943333334,0.05012
HD 156668 c,HD 156668,259.4183491,29.228161,24.3323,,31.49679513,1.57
HD 156846 b,HD 156846,260.1423366,-19.334365,47.73319999999999,,3357.2965333333336,1.0696666666666668
HD 158259 b,HD 158259,261.3495847,52.7904721,27.0498,1.28228,2.22,
HD 158259 c,HD 158259,261.3495847,52.7904721,27.0498,,5.6,
HD 158259 d,HD 158259,261.3495847,52.7904721,27.0498,,5.41,
HD 158259 e,HD 158259,261.3495847,52.7904721,27.0498,,6.08,
HD 158259 f,HD 158259,261.3495847,52.7904721,27.0498,,6.14,
HD 15906 b,HD 15906,38.2712534,-10.352178,45.5621,2.070750905,,0.09
HD 15906 c,HD 15906,38.2712534,-10.352178,45.5621,2.93,,0.141
HD 159868 b,HD 159868,264.7466665,-43.1462347,55.8503,,677.59956,2.2175
HD 159868 c,HD 159868,264.7466665,-43.1462347,55.8503,,238.05172,1.016
HD 160691 b,HD 160691,266.0361585,-51.8348751,15.5981,,669.3584757285714,1.542
HD 160691 c,HD 160691,266.0361585,-51.8348751,15.598099999999999,,889.85279816,5.117
HD 160691 d,HD 160691,266.0361585,-51.8348751,15.598099999999999,,11.303675,0.09225
HD 160691 e,HD 160691,266.0361585,-51.8348751,15.5981,,674.95483725,0.9383333333333334
HD 16141 b,HD 16141,38.8323674,-3.5624887,37.7861,,81.56430058333333,0.36129999999999995
HD 16175 b,HD 16175,39.2577379,42.0624526,59.859,,1602.542425325,2.1245000000000003
HD 162020 b,HD 162020,267.6599252,-40.3184646,30.8248,,3853.7236000000003,0.077
HD 16417 b,HD 16417,39.2441029,-34.5790905,25.3936,,22.1,0.14
HD 164509 b,HD 164509,270.3800811,0.1044685,53.1119,,146.67434500000002,0.8725
HD 164595 b,HD 164595,270.1613723,29.5726698,28.254,,16.14,0.23
HD 164604 b,HD 164604,270.7787177,-28.5608343,39.3633,,2606.05523482,1.33875
HD 164604 c,HD 164604,270.7787177,-28.5608343,39.3633,,2717.43287985,5.556
HD 164922 b,HD 164922,270.6304652,26.310407699999995,22.0016,,109.17485440200001,2.1268000000000002
HD 164922 c,HD 164922,270.6304652,26.3104077,22.0016,,13.41135372,0.3390666666666667
HD 164922 d,HD 164922,270.6304652,26.3104077,22.0016,,4.36782163,0.10264999999999999
HD 164922 e,HD 164922,270.6304652,26.3104077,22.0016,,10.52012027,0.2292
HD 165131 b,HD 165131,271.3444007,-21.6737039,57.4263,,5991.06547195,3.565
HD 165155 b,HD 165155,271.4893395,-29.9172536,63.3574,,918.5287,1.13
HD 166724 b,HD 166724,273.4988604,-42.5757218,45.1342,,1164.8189733,5.295
HD 167042 b,HD 167042,272.6326268,54.2876184,49.6633,,507.4886129275,1.286
HD 167677 b,HD 167677,274.2067844,-11.4067857,54.3258,,1040.888032925,2.8884999999999996
HD 168009 b,HD 168009,273.8847918,45.2088229,23.3032,,9.53485221,0.1192
HD 168443 b,HD 168443,275.0159879,-9.5966905,39.6245,,2488.423312095714,0.29619999999999996
HD 168443 c,HD 168443,275.0159879,-9.5966905,39.6245,,5713.066751908571,2.878471428571429
HD 168746 b,HD 168746,275.4573269,-11.9229757,41.5681,,77.66095914249999,0.066485
HD 168863 b,HD 168863,275.6642157,-18.0219726,39.8979,,2285.18624633,10.9805
HD 16905 b,HD 16905,40.0136203,-61.3550396,39.7401,,3312.3017149533334,8.127666666666668
HD 169830 b,HD 169830,276.9561859,-29.8167919,37.6048,,898.4136673025,0.802
HD 169830 c,HD 169830,276.9561859,-29.8167919,37.6048,,1758.1549568300002,3.31175
HD 170469 b,HD 170469,277.2955423,11.6954244,60.178,,199.70085529333332,2.1843333333333335
HD 171238 b,HD 171238,278.6818389,-28.0727849,44.811299999999996,,1495.9025272,2.542666666666667
HD 175607 b,HD 175607,285.2742901,-66.1943379,40.3303,,1232.57896465,
HD 17674 b,HD 17674,42.7684964,30.2865981,44.4264,,276.5121,1.42
HD 176986 b,HD 176986,285.7739138,-11.044941,27.7843,,499.6182577233333,0.062958
HD 176986 c,HD 176986,285.7739138,-11.044941,27.7843,,705.6384382033333,0.118755
HD 176986 d,HD 176986,285.7739138,-11.044941,27.7843,,6.76,0.28149
HD 177565 b,HD 177565,286.7175787,-37.8122394,16.9179,,15.1,0.246
HD 177830 b,HD 177830,286.3363574,25.9204327,62.7674,,481.35309816,1.1922
HD 177830 c,HD 177830,286.3363574,25.9204327,62.7674,,40.363327165,0.50485
HD 178911 B b,HD 178911 B,287.2632091,34.6006972,40.9727,,2273.861719498,0.34097500000000003
HD 179949 b,HD 179949,288.8890182,-24.1797939,27.4573,,291.8418173925,0.0446725
HD 180617 b,HD 180617,289.2277322,5.1631615,5.91059,,12.207,0.33935000000000004
HD 181234 b,HD 181234,289.9998695,-9.32497,47.7458,,3043.4639264320003,7.493399999999999
HD 18143 b,HD 18143,43.9140248,26.8723829,22.5243,,10.80616584,0.088
HD 18143 c,HD 18143,43.9140248,26.8723829,22.5243,,3177.64841319,17.53
HD 181433 b,HD 181433,291.2873731,-66.4677838,26.8762,,290.70511825166665,0.080606
HD 181433 c,HD 181433,291.2873731,-66.4677838,26.8762,,550.8745535616666,1.82682
HD 181433 d,HD 181433,291.2873731,-66.4677838,26.8762,,863.7600558233335,5.986694
HD 181720 b,HD 181720,290.7212224,-32.9208401,60.2046,,122.361,1.815
HD 183263 b,HD 183263,292.1022982,8.3579183,54.1955,,1180.71646233625,1.502625
HD 183263 c,HD 183263,292.1022982,8.3579183,54.1955,,2418.655996555,5.5464
HD 183579 b,HD 183579,293.2866147,-54.5327284,57.2651,3.5366706949999998,17.099999999999998,0.13186666666666666
HD 184010 b,HD 184010,292.8401421,26.6172796,60.7993,,98.52680617,0.94
HD 184010 c,HD 184010,292.8401421,26.6172796,60.7993,,95.3485221,1.334
HD 184010 d,HD 184010,292.8401421,26.6172796,60.7993,,143.02278315,1.92
HD 185269 b,HD 185269,294.2987668,28.499514,51.9917,,323.38575000000003,0.07775
HD 185283 b,HD 185283,295.3233609,-56.3221096,31.395,,413.1769291,4.6
HD 18599 b,HD 18599,44.2620144,-56.1918694,38.5653,2.611342876666667,24.8,0.049
HD 187085 b,HD 187085,297.3915731,-37.7809929,45.8993,,252.03294,2.075
HD 187123 b,HD 187123,296.7428786,34.41899,45.9548,,163.73927111285712,0.042431666666666666
HD 187123 c,HD 187123,296.7428786,34.41899,45.9548,,647.7905178560001,4.6072500000000005
HD 188015 b,HD 188015,298.0191857,28.0999769,50.6706,,446.4308345933334,1.1933333333333334
HD 188641 b,HD 188641,299.4048303,-37.7448845,64.3399,,9333.03117155,12.027
HD 189567 b,HD 189567,301.3959616,-67.3237992,17.9055,,9.184999999999999,0.1137
HD 189567 c,HD 189567,301.3959616,-67.3237992,17.9055,,7.5,0.20135
HD 189733 b,HD 189733,300.1821223,22.7097759,19.7638,12.97517375,363.99637668454545,0.031136666666666663
HD 190007 b,HD 190007,300.6956339,3.3266992,12.7141,,15.98,0.092
HD 190228 b,HD 190228,300.7537294,28.3065564,62.7146,,1768.7150849549998,2.3495
HD 190360 b,HD 190360,300.9092476,29.894540999999997,16.0069,,487.75655396,4.065875
HD 190360 c,HD 190360,300.9092476,29.894541,16.0069,,21.057448338333334,0.12974
HD 190647 b,HD 190647,301.8318167,-35.5395236,54.473800000000004,,617.1109166666666,2.1236666666666664
HD 191939 b,HD 191939,302.02562470000004,66.8503014,53.6089,3.364212692,9.915,0.07936
HD 191939 c,HD 191939,302.0256247,66.8503014,53.6089,3.1638135216666665,7.2125,0.17248000000000002
HD 191939 d,HD 191939,302.0256247,66.8503014,53.6089,3.119249582,3.4,0.21084
HD 191939 e,HD 191939,302.0256247,66.8503014,53.6089,,112.575,0.401
HD 191939 f,HD 191939,302.0256247,66.8503014,53.6089,,1213.4486040533334,3.9033333333333338
HD 191939 g,HD 191939,302.0256247,66.8503014,53.6089,,10.19,0.806
HD 192263 b,HD 192263,303.4990864,-0.8657574,19.6359,,216.5959735275,0.15079
HD 192310 b,HD 192310,303.8284712,-27.0337556,8.79687,,16.61851529,0.319475
HD 192310 c,HD 192310,303.8284712,-27.0337556,8.79687,,19.15,1.1815
HD 195019 b,HD 195019,307.0792427,18.7692509,37.6681,,1165.7137467985715,0.13720000000000002
HD 196050 b,HD 196050,309.4637796,-60.6347649,50.674200000000006,,1120.3421274583334,2.5191666666666666
HD 196067 b,HD 196067,310.4364195,-75.3514992,39.9346,,3262.999642433333,4.9433333333333325
HD 196067 c,HD 196067,310.4364195,-75.3514992,39.9346,,10.4,
HD 196885 A b,HD 196885 A,309.9664609,11.2500236,34.1692,,902.6144666666668,2.533333333333333
HD 197037 b,HD 197037,309.8869681,42.247593,33.1944,,251.0,2.07
HD 199509 b,HD 199509,317.3445632,-82.0274926,24.3056,,43.22466335,0.426
HD 19994 b,HD 19994,48.1943193,-1.1963955,22.5242,,484.68219999999997,1.3624999999999998
HD 20003 b,HD 20003,46.9090081,-72.3219221,41.8316,,11.66,0.0974
HD 20003 c,HD 20003,46.9090081,-72.3219221,41.8316,,14.44,0.1964
HD 202206 c,HD 202206,318.7405221,-20.7897284,45.9665,,2411.5411433333334,2.5536666666666665
HD 203030 b,HD 203030,319.7432238,26.2305846,39.2503,14.4595851,5576.1047385,487.1
HD 20329 b,HD 20329,49.178124,15.6563542,63.6796,1.69868,7.42,0.018
HD 203387 b,HD 203387,320.561782,-16.8345229,61.7477,,1106.04285636,1.771
HD 203387 c,HD 203387,320.561782,-16.8345229,61.7477,,2378.9456264,5.067
HD 204313 b,HD 204313,322.0510568,-21.7274194,47.7945,,1319.7181328366667,3.1253333333333333
HD 204313 c,HD 204313,322.0510568,-21.7274194,47.7945,,17.38136699,0.21045
HD 204313 e,HD 204313,322.0510568,-21.7274194,47.7945,,5596.48150466,12.6785
HD 204941 b,HD 204941,323.0966714,-20.957957,28.7165,,78.82005,2.5549999999999997
HD 206893 b,HD 206893,326.3416874,-12.783352200000001,40.7583,14.01122587,10806.165837999999,10.133333333333333
HD 206893 c,HD 206893,326.3416874,-12.7833522,40.7583,16.36511182,4036.4207689,3.53
HD 207496 b,HD 207496,328.7181708,-77.3388025,23.606,2.40687,6.1,0.0629
HD 20781 b,HD 20781,50.0139757,-28.7841175,35.9715,,1.93,0.0529
HD 20781 c,HD 20781,50.0139757,-28.7841175,35.9715,,5.33,0.1004
HD 20781 d,HD 20781,50.0139757,-28.7841175,35.9715,,10.61,0.1647
HD 20781 e,HD 20781,50.0139757,-28.7841175,35.9715,,14.03,0.3374
HD 20782 b,HD 20782,50.0166232,-28.854353499999995,35.9864,,470.23508000000004,1.37018
HD 207832 b,HD 207832,328.1517893,-26.027174899999995,58.9291,,182.22253333333333,0.5753333333333334
HD 207832 c,HD 207832,328.1517893,-26.0271749,58.9291,,232.0159,2.112
HD 207897 b,HD 207897,325.2016451,84.3337613,28.2938,2.4083437733333333,14.600000000000001,0.11665
HD 20794 b,HD 20794,49.9997666,-43.0666533,6.00278,,2.49,0.125925
HD 20794 d,HD 20794,49.9997666,-43.0666533,6.00278,,3.7375,0.363125
HD 20794 e,HD 20794,49.9997666,-43.0666533,6.00278,,4.77,0.509
HD 20794 f,HD 20794,49.9997666,-43.0666533,6.00278,,5.82,1.3541
HD 208487 b,HD 208487,329.3332489,-37.7641354,45.147,,151.759016805,0.5135000000000001
HD 20868 b,HD 20868,50.1794053,-33.72969,47.7223,,514.87375,0.9484999999999999
HD 209458 b,HD 209458,330.7950219,18.8842419,48.3016,15.071210544666666,216.8531477423077,0.04718333333333333
HD 210193 b,HD 210193,332.3951324,-41.225205,42.2029,,153.1,1.487
HD 210277 b,HD 210277,332.3748117,-7.550596199999999,21.2985,,402.10732221,1.1182
HD 210702 b,HD 210702,332.9638643,16.0404806,54.1963,,571.53719415,1.15675
HD 211810 b,HD 211810,334.5286724,61.1349912,64.6353,,212.9461,2.656
HD 211970 b,HD 211970,335.5661579,-54.5596006,13.1277,,13.0,0.143
HD 212301 b,HD 212301,336.8803957,-77.7183219,54.2304,,152.55515,0.033
HD 213240 b,HD 213240,337.7506266,-49.4341037,40.8707,,1619.8708001566665,1.9466666666666665
HD 213472 b,HD 213472,337.7069969,40.7222277,64.4527,,1112.3994245,13.0
HD 213519 b,HD 213519,337.7727845,45.1452472,41.0014,,9.2170238,0.099
HD 213885 b,HD 213885,338.9837166,-59.864829,48.0883,1.7326000000000001,8.83,0.02012
HD 213885 c,HD 213885,338.9837166,-59.864829,48.0883,,19.95,0.056798
HD 21411 b,HD 21411,51.5474155,-30.6168403,29.1328,,65.9,0.362
HD 215152 b,HD 215152,340.8380941,-6.4020685,21.5974,,283.617868025,0.057638
HD 215152 c,HD 215152,340.8380941,-6.4020685,21.5974,,235.25845016500003,0.067393
HD 215152 d,HD 215152,340.8380941,-6.4020685,21.5974,,386.60852928500003,0.08799
HD 215152 e,HD 215152,340.8380941,-6.4020685,21.5974,,489.14619053999996,0.15417
HD 215497 b,HD 215497,341.652714,-56.5997984,40.5468,,533.9269355299999,0.0485
HD 215497 c,HD 215497,341.652714,-56.5997984,40.5468,,107.769971225,1.296
HD 216435 b,HD 216435,343.4094703,-48.5986332,32.9834,,400.42499999999995,2.5300000000000002
HD 216437 b,HD 216437,343.6639631,-70.0733957,26.690199999999997,,904.096643712,2.4576000000000002
HD 216520 b,HD 216520,341.8768719,83.6975307,19.552,,10.310603035,0.19669999999999999
HD 216520 c,HD 216520,341.8768719,83.6975307,19.552,,9.44,0.528
HD 216770 b,HD 216770,343.9748751,-26.6595286,36.6625,,193.8763,0.46
HD 21693 b,HD 21693,51.8040469,-58.3232726,33.255,,8.23,0.1455
HD 21693 c,HD 21693,51.8040469,-58.3232726,33.255,,17.37,0.2586
HD 217107 b,HD 217107,344.5647243,-2.3954489,20.0619,,440.40425484625,0.0749925
HD 217107 c,HD 217107,344.5647243,-2.3954489,20.0619,,1166.9278505325,5.438285714285714
HD 21749 c,GJ 143,51.7501882,-63.500166,16.32,0.9268982800000001,3.7,0.0695
HD 217786 b,HD 217786,345.78380880000003,-0.4303594,55.4847,,5906.47335202,2.3993333333333333
HD 217786 c,HD 217786,345.7838088,-0.4303594,55.4847,,7.31005336,0.038
HD 217958 b,HD 217958,346.136577,-25.6917758,61.7957,,166.54208527,3.758
HD 218566 b,HD 218566,347.297417,-2.2611645,28.8274,,64.41250819666668,0.6882666666666667
HD 219077 b,HD 219077,348.5319387,-62.7018297,29.1864,,3494.4968843325,6.328749999999999
HD 219134 b,HD 219134,348.3372026,57.1696255,6.53127,1.5056329275,4.1503698380000005,0.038192333333333335
HD 219134 c,HD 219134,348.3372026,57.1696255,6.53127,1.4700499999999999,3.463161632,0.064296
HD 219134 d,HD 219134,348.3372026,57.16962550000001,6.531270000000001,1.61,15.660911160000001,0.232796
HD 219134 f,HD 219134,348.3372026,57.1696255,6.53127,1.31,7.5881175725,0.14408500000000002
HD 219134 g,HD 219134,348.3372026,57.1696255,6.53127,,10.80622,0.3753
HD 219134 h,HD 219134,348.3372026,57.16962550000001,6.531270000000001,,88.246509872,2.8962
HD 220197 b,HD 220197,350.4946927,16.6323305,64.411,,63.566,2.729
HD 220689 b,HD 220689,351.4707282,-20.6167923,46.8778,,357.8726761333333,3.396333333333333
HD 220773 b,HD 220773,351.6144715,8.6428871,50.5103,,460.8,4.94
HD 220842 b,HD 220842,351.6534162,56.8871415,64.6498,,1010.6994,0.74
HD 221287 b,HD 221287,352.836223,-58.209754,55.9231,,982.05,1.25
HD 221420 b,HD 221420,353.3319001,-77.3853286,31.141499999999997,,6115.550840041667,11.321333333333333
HD 221585 b,HD 221585,353.2293802,63.1556146,55.8535,,511.7063,2.306
HD 222155 b,HD 222155,354.50256169999994,48.99601909999999,50.6078,,619.75852827,4.906666666666666
HD 222237 b,HD 222237,354.9078642,-72.7253271,11.4469,,1619.3357336650001,11.850000000000001
HD 222582 b,HD 222582,355.4640788,-5.9862379,42.1586,,2327.26873679,1.343
HD 22496 b,HD 22496,53.7565398,-48.4178173,13.5956,,5.57,0.051
HD 22781 b,HD 22781,55.2065581,31.8258855,32.6034,,4338.2,1.167
HD 22946 d,HD 22946,54.819538,-42.7630276,62.7792,2.607,26.57,0.2958
HD 23079 b,HD 23079,54.9281897,-52.9162344,33.4591,,812.0399656550001,1.5653333333333332
HD 23079 c,HD 23079,54.9281897,-52.9162344,33.4591,,8.26,
HD 233832 b,HD 233832,171.5196515,50.3763099,58.742,,715.1175000000001,3.6325
HD 23472 b,HD 23472,55.45903139999999,-62.7672667,39.0341,1.93111449,13.120000000000001,0.1186
HD 23472 c,HD 23472,55.45903139999999,-62.7672667,39.0341,1.87382983,10.295,0.1673
HD 23472 d,HD 23472,55.4590314,-62.7672667,39.0341,0.7537940000000001,0.55,0.04298
HD 23472 e,HD 23472,55.4590314,-62.7672667,39.0341,0.87352797,0.72,0.068
HD 23472 f,HD 23472,55.4590314,-62.7672667,39.0341,1.10031184,0.77,0.0906
HD 235088 b,HD 235088,300.6154535,53.3774418,41.1706,2.019858555,4.175000000000001,0.0712
HD 23596 b,HD 23596,57.0018601,40.5307308,52.0018,,3264.34005664,2.8034
HD 238090 b,HD 238090,183.0886375,54.486153,15.2354,,6.89,0.0932
HD 24040 b,HD 24040,57.5962104,17.4752873,46.6224,,1329.5678805583332,4.8004
HD 24040 c,HD 24040,57.5962104,17.4752873,46.6224,,63.88350981,1.3
HD 24085 b,HD 24085,56.2563447,-70.0245193,54.9004,,11.8,0.034
HD 25015 b,HD 25015,59.43354630000001,-20.2673347,37.433,,2434.2501480933333,6.296
HD 25171 b,HD 25171,58.9574779,-65.1863239,55.6146,,296.370225,2.9955
HD 25463 b,HD 25463,60.748336099999996,9.2077676,45.6181,2.6706174199999997,8.6,0.076
HD 25463 c,HD 25463,60.748336099999996,9.2077676,45.6181,1.3990973366666666,4.199999999999999,0.043899999999999995
HD 25912 b,HD 25912,60.9074988,-51.9315058,49.1661,,38.13940884,0.242
HD 25912 c,HD 25912,60.9074988,-51.9315058,49.1661,,5252.75008249,17.848
HD 260655 b,HD 260655,99.2915429,17.5662696,10.0055,1.25663,2.14,0.02933
HD 260655 c,HD 260655,99.2915429,17.5662696,10.0055,1.71451,3.09,0.04749
HD 26161 b,HD 26161,62.4122255,31.6524346,40.9128,,6668.039978860001,15.2435
HD 2638 b,HD 2638,7.4990038,-5.764959999999999,54.9621,,148.31760116666666,0.042666666666666665
HD 27442 b,HD 27442,64.1205476,-59.3028771,18.2704,,462.43525,1.2155
HD 27631 b,HD 27631,64.9392168,-41.9606604,50.2862,,477.16011163999997,3.2373333333333334
HD 27894 b,HD 27894,65.1975693,-59.409677599999995,43.8214,,204.87181605,0.12511999999999998
HD 27894 c,HD 27894,65.1975693,-59.4096776,43.8214,,51.48846,0.198
HD 27894 d,HD 27894,65.1975693,-59.4096776,43.821400000000004,,2064.6162072366665,5.441333333333334
HD 28185 b,HD 28185,66.6100461,-10.5510754,39.3809,,1889.5747386985713,1.042142857142857
HD 28185 c,HD 28185,66.6100461,-10.5510754,39.3809,,4074.401263535,10.838000000000001
HD 28192 b,HD 28192,66.7032517,-1.7244842,49.8063,,99.7981198,0.118
HD 28254 b,HD 28254,66.2108141,-50.6228081,55.2884,,788.2089733,2.3
HD 28471 b,HD 28471,66.2875166,-64.0786861,43.6455,,3.72,0.042
HD 28471 c,HD 28471,66.2875166,-64.0786861,43.6455,,5.72,0.065
HD 28471 d,HD 28471,66.2875166,-64.0786861,43.6455,,4.91,0.1
HD 285507 b,HD 285507,61.755663,15.3349441,45.0293,,301.4557,0.06
HD 285968 b,HD 285968,70.7353853,18.953358,9.47045,,8.839369866666667,0.06616333333333334
HD 29021 b,HD 29021,69.4681379,60.6762985,30.9939,,1091.742489645,2.287
HD 290327 b,HD 290327,80.8399887,-2.2780391,56.433,,789.78845,3.43
HD 29399 b,HD 29399,68.3903471,-62.8237576,44.1518,,525.395299495,1.9625
HD 29985 b,HD 29985,70.5216589,-33.9210696,31.2707,,1319.46463166,10.695
