pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,sy_dist,planet_type,nasa_exoplanet_id
HD 63765 b,HD 63765,,185.92495,0.94,32.5376,Unknown,705
HD 63935 b,HD 63935,2.86060748,10.65,0.083,48.97389999999999,Neptuniano,706
HD 63935 c,HD 63935,2.9885185266666667,11.1,0.148,48.97389999999999,Neptuniano,707
HD 64114 b,HD 64114,,17.8,0.246,31.5262,Unknown,708
HD 6434 b,HD 6434,,139.84396666666666,0.1426666666666667,42.358,Unknown,709
HD 65216 b,HD 65216,,392.9133875,1.33525,35.1205,Unknown,710
HD 65216 c,HD 65216,,645.1949,5.75,35.1205,Unknown,711
HD 66428 b,HD 66428,,1289.3379141175,3.380857142857143,53.2817,Unknown,712
HD 66428 c,HD 66428,,5335.703296716667,16.802666666666667,53.2817,Unknown,713
HD 68475 b,HD 68475,,1639.99458012,7.27,33.4297,Unknown,714
HD 6860 b,HD 6860,,8981.83078182,2.03,61.12469,Unknown,715
HD 68988 b,HD 68988,,611.24125792,0.07052,60.8447,Unknown,716
HD 68988 c,HD 68988,,4772.193531105,12.65,60.8447,Unknown,717
HD 69830 b,HD 69830,,10.441952516666666,0.0798,12.5591,Unknown,718
HD 69830 c,HD 69830,,11.10089354,0.1890666666666667,12.5591,Unknown,719
HD 69830 d,HD 69830,,15.393266143333337,0.646,12.5591,Unknown,720
HD 70573 b,HD 70573,,1900.0,1.76,59.182,Unknown,721
HD 70642 b,HD 70642,,745.3902954600001,3.2646,29.276,Unknown,722
HD 7199 b,HD 7199,,1272.3720533833332,1.36,36.1531,Unknown,723
HD 72659 b,HD 72659,,981.095534676,4.542,51.89489999999999,Unknown,724
HD 72659 c,HD 72659,,12311.189287946669,21.819666666666667,51.8949,Unknown,725
HD 73256 c,HD 73256,,5085.254512,3.8,36.708,Unknown,726
HD 73267 b,HD 73267,,1185.2151746275,2.20225,50.4093,Unknown,727
HD 73267 c,HD 73267,,1514.61127356,11.844,50.4093,Unknown,728
HD 73344 b,HD 73344,2.929111556666667,11.455,0.1303,35.26,Neptuniano,729
HD 73344 c,HD 73344,,118.54999581,0.3388,35.26,Unknown,730
HD 73344 d,HD 73344,,810.46243785,6.7,35.26,Unknown,731
HD 73583 b,HD 73583,2.6850625,13.05,0.0641166666666666,31.5666,Neptuniano,732
HD 73583 c,HD 73583,2.3726233333333333,16.1,0.12375,31.566600000000005,Neptuniano,733
HD 74156 b,HD 74156,,563.4951919916667,0.2889483333333333,57.603,Unknown,734
HD 74156 c,HD 74156,,2556.568760635,3.742428571428571,57.603,Unknown,735
HD 7449 b,HD 7449,,779.440627764,2.3576,38.662,Unknown,736
HD 74698 b,HD 74698,,23.0,0.121,52.0648,Unknown,737
HD 74698 c,HD 74698,,126.0,4.5,52.0648,Unknown,738
HD 75289 b,HD 75289,,145.9634275,0.0478,29.1158,Unknown,739
HD 75302 b,HD 75302,,1716.2733978,5.3,30.3288,Unknown,740
HD 76700 b,HD 76700,,67.80373333333334,0.0500333333333333,60.88309999999999,Unknown,741
HD 77338 b,HD 77338,,17.4849,0.0607,45.935,Unknown,742
HD 7924 b,HD 7924,,350.00751991166663,0.0573975,16.9922,Unknown,743
HD 7924 c,HD 7924,,593.1239916433333,0.11275,16.9922,Unknown,744
HD 7924 d,HD 7924,,526.9025551833333,0.15415,16.9922,Unknown,745
HD 79498 b,HD 79498,,425.8961,3.055,48.9489,Unknown,746
HD 80883 b,HD 80883,,1748.0562385,6.462,34.6011,Unknown,747
HD 80913 b,HD 80913,,7505.2000029,9.95,61.3603,Unknown,748
HD 81040 b,HD 81040,,2307.8617575450003,1.9535,34.4341,Unknown,749
HD 82943 b,HD 82943,,528.184023674,1.176612,27.5902,Unknown,750
HD 82943 c,HD 82943,,570.273205672,0.74167,27.5902,Unknown,751
HD 8326 b,HD 8326,,66.6,0.533,30.6862,Unknown,752
HD 83443 b,HD 83443,,121.18237686714284,0.0398528571428571,40.8991,Unknown,753
HD 83443 c,HD 83443,,476.7426105,8.0,40.8991,Unknown,754
HD 8535 b,HD 8535,,216.1244,2.45,55.4401,Unknown,755
HD 85390 b,HD 85390,,36.142156666666665,1.471,33.5225,Unknown,756
HD 85426 c,TOI-1774,,10.3,,53.974,Unknown,757
HD 8574 b,HD 8574,,612.2927916900001,0.75925,44.8264,Unknown,758
HD 86065 b,HD 86065,,2877.30056857,15.947,40.3661,Unknown,759
HD 86226 b,HD 86226,,264.584891805,2.723333333333333,45.683,Unknown,760
HD 86226 c,HD 86226,2.1441350000000003,7.35,0.049,45.683,Neptuniano,761
HD 86728 b,HD 86728,,9.43,0.1916,14.9202,Unknown,762
HD 8673 b,HD 8673,,4361.79536797,2.995,37.8619,Unknown,763
HD 87883 b,HD 87883,,2030.4476595783333,3.8154,18.2912,Unknown,764
HD 88072 b,HD 88072,,2511.79790052,13.895,35.9098,Unknown,765
HD 88986 b,HD 88986,2.49,17.2,0.58,33.2673,Neptuniano,766
HD 89307 b,HD 89307,,667.10401369,3.4123666666666668,32.0104,Unknown,767
HD 89744 b,HD 89744,,2617.7868333333336,0.915,38.6364,Unknown,768
HD 89839 b,HD 89839,,1547.4960684925,4.796,57.3063,Unknown,769
HD 90156 b,HD 90156,,14.88571695,0.25045,21.9496,Unknown,770
HD 92788 b,HD 92788,,1148.95451544,0.9583333333333334,34.6538,Unknown,771
HD 92788 c,HD 92788,,1029.766961835,9.38,34.6538,Unknown,772
HD 93083 b,HD 93083,,117.59,0.477,28.5159,Unknown,773
HD 93351 b,HD 93351,,3.49611248,0.035,56.163,Unknown,774
HD 93351 c,HD 93351,,4154.01727949,11.154,56.163,Unknown,775
HD 93385 b,HD 93385,,4.2,0.0756,43.3475,Unknown,776
HD 93385 c,HD 93385,,7.1,0.112,43.3475,Unknown,777
HD 93385 d,HD 93385,,8.7,0.2565,43.3475,Unknown,778
HD 9446 b,HD 9446,,222.472,0.189,50.3503,Unknown,779
HD 9446 c,HD 9446,,578.426,0.654,50.3503,Unknown,780
HD 94771 b,HD 94771,,169.0,3.48,57.7807,Unknown,781
HD 94890 b,HD 94890,,676.97450691,2.07,61.7012,Unknown,782
HD 94890 c,HD 94890,,2831.85110637,4.33,61.7012,Unknown,783
HD 95338 b,HD 95338,4.169533135,42.67,0.2705,36.9941,Neptuniano,784
HD 95735 c,GJ 411,,16.78421784,2.936666666666667,5.675773,Unknown,785
HD 96700 b,HD 96700,,8.9,0.0777,25.4111,Unknown,786
HD 96700 c,HD 96700,,3.5,0.141,25.4111,Unknown,787
HD 96700 d,HD 96700,,12.7,0.424,25.4111,Unknown,788
HD 97037 b,HD 97037,,6707.76852973,6.925,32.413,Unknown,789
HD 97658 b,HD 97658,2.2975483333333333,8.065777335,0.0808,21.5618,Neptuniano,790
HD 98649 b,HD 98649,,2516.87756725,6.109249999999999,42.1727,Unknown,791
HD 98736 b,HD 98736,,740.5439,1.864,32.4459,Unknown,792
HD 99109 b,HD 99109,,149.99862164,1.1123333333333334,54.7901,Unknown,793
HD 99492 b,HD 99492,,28.20471414714286,0.1216933333333333,18.2038,Unknown,794
HD 99492 c,HD 99492,,17.9,,18.2038,Unknown,795
HIP 107772 b,HIP 107772,,12.9,0.243,23.6434,Unknown,796
HIP 109384 b,HIP 109384,,495.8148,1.134,58.9582,Unknown,797
HIP 113103 b,HIP 113103,1.829,,0.06899,46.2122,Super-Tierra,798
HIP 113103 c,HIP 113103,3.041045,,0.10479,46.2122,Neptuniano,799
HIP 116454 b,HIP 116454,2.51777,11.0833,0.0824833333333333,62.4491,Neptuniano,800
HIP 12961 b,HIP 12961,,112.82965,0.25,23.371,Unknown,801
HIP 14810 b,HIP 14810,,1202.0220000000002,0.06944,50.48,Unknown,802
HIP 14810 c,HIP 14810,,354.9065666666667,0.5003333333333334,50.48,Unknown,803
HIP 14810 d,HIP 14810,,184.3414,1.915,50.48,Unknown,804
HIP 18606 b,HIP 18606,,244.72787339,1.61,47.0288,Unknown,805
HIP 19976 b,HIP 19976,,21.61233168,0.234,40.2707,Unknown,806
HIP 21152 b,HIP 21152,,8231.7557413,17.25,43.4073,Unknown,807
HIP 34222 b,HIP 34222,,263.79757781,0.492,22.8386,Unknown,808
HIP 35173 b,HIP 35173,,12.7,0.217,33.1562,Unknown,809
HIP 35965 b,HIP 35965,,2589.98368864,15.898,50.1677,Unknown,810
HIP 38594 b,HIP 38594,,8.1,0.256,17.7886,Unknown,811
HIP 38594 c,HIP 38594,,48.4,3.805,17.7886,Unknown,812
HIP 4845 b,HIP 4845,,14.4,0.176,21.0974,Unknown,813
HIP 48714 b,HIP 48714,,22.9,0.112,10.5298,Unknown,814
HIP 5158 b,HIP 5158,,404.5973333333333,0.89,51.6026,Unknown,815
HIP 5158 c,HIP 5158,,4780.1632,7.7,51.6026,Unknown,816
HIP 54373 b,HIP 54373,,8.62,0.063,18.7168,Unknown,817
HIP 54373 c,HIP 54373,,12.44,0.099,18.7168,Unknown,818
HIP 54597 b,HIP 54597,,700.8940884,3.905,39.7429,Unknown,819
HIP 55507 b,HIP 55507,,2585.53409095,5.062,25.4893,Unknown,820
HIP 57274 b,HIP 57274,,847.2507154975,0.07,25.8618,Unknown,821
HIP 57274 c,HIP 57274,,130.0,0.178,25.8618,Unknown,822
HIP 57274 d,HIP 57274,,167.4,1.01,25.8618,Unknown,823
HIP 5763 b,HIP 5763,,162.09248757,0.17,31.9043,Unknown,824
HIP 65 A b,HIP 65 A,14.335281165,979.390795325,0.01741,61.7856,Gigante Gaseoso,825
HIP 65407 b,HIP 65407,,136.03124,0.177,61.7804,Unknown,826
HIP 65407 c,HIP 65407,,249.17872,0.316,61.7804,Unknown,827
HIP 66074 b,HIP 66074,,1589.142035,0.799,35.4438,Unknown,828
HIP 67851 b,HIP 67851,,427.58534203,0.4475,64.1181,Unknown,829
HIP 67851 c,HIP 67851,,1730.942128977143,4.1976,64.1181,Unknown,830
HIP 70849 b,HIP 70849,,1912.11569445,9.425666666666666,24.057200000000005,Unknown,831
HIP 71135 b,HIP 71135,,18.8,0.335,32.3311,Unknown,832
HIP 79431 b,HIP 79431,,667.415,0.36,14.5324,Unknown,833
HIP 86221 b,HIP 86221,,225.65816897,0.031,29.4898,Unknown,834
HIP 91258 b,HIP 91258,,342.93135,0.0584999999999999,45.8846,Unknown,835
HIP 94235 b,HIP 94235,3.0703460133333333,379.0,0.0787,58.5146,Neptuniano,836
HIP 948 b,HIP 948,,6547.2651842,15.037,34.8523,Unknown,837
HIP 99770 b,HIP 99770,,5260.060135850001,16.35,40.0765,Unknown,838
HN Lib b,HN Lib,,5.46,0.1417,6.24442,Unknown,839
HN Peg b,HN Peg,11.7768,6991.57,773.0,18.1186,Gigante Gaseoso,840
HR 2562 b,HR 2562,12.44199,6865.1174862,23.65,34.0071,Gigante Gaseoso,841
HR 5183 b,HR 5183,,1027.6468977633333,21.933333333333334,31.4607,Unknown,842
HR 810 b,HR 810,,951.45678468,0.93375,17.3181,Unknown,843
HR 858 b,HR 858,1.95347,3.55,0.04844,31.964,Super-Tierra,844
HR 858 c,HR 858,2.103257823333333,3.8,0.06805,31.964,Neptuniano,845
HR 858 d,HR 858,2.080155486666667,7.1,0.1036499999999999,31.964,Neptuniano,846
HR 8799 b,HR 8799,9.8627,2000.0,68.65333333333332,41.2441,Gigante Gaseoso,847
HR 8799 c,HR 8799,12.1045,3000.0,39.60333333333333,41.2441,Gigante Gaseoso,848
HR 8799 d,HR 8799,11.54405,3000.0,25.485,41.2441,Gigante Gaseoso,849
HR 8799 e,HR 8799,11.601315,3178.3,15.963333333333331,41.2441,Gigante Gaseoso,850
HS Psc b,HS Psc,,464.02947422,0.0435,37.6604,Unknown,851
K2-116 b,K2-116,0.7409641066666666,,0.048,49.3855,Terrestre,852
K2-129 b,K2-129,0.8505,,0.057,27.7957,Terrestre,853
K2-136 b,K2-136,1.018,4.3,0.0707,59.2474,Terrestre,854
K2-136 c,K2-136,3.1615,18.1,0.11789,59.2474,Neptuniano,855
K2-136 d,K2-136,1.5216666666666665,3.0,0.1538,59.2474,Super-Tierra,856
K2-141 b,K2-141,1.540258,5.13,0.007315,61.8736,Super-Tierra,857
K2-141 c,K2-141,7.0,7.7,0.0683,61.8736,Gigante Gaseoso,858
K2-18 b,K2-18,2.272362939,8.1775,0.1479333333333333,38.0266,Neptuniano,859
K2-18 c,K2-18,,7.51,0.06,38.0266,Unknown,860
K2-239 b,K2-239,1.1,,0.0441,31.0849,Terrestre,861
K2-239 c,K2-239,1.0,,0.0576,31.0849,Terrestre,862
K2-239 d,K2-239,1.1,,0.0685,31.0849,Terrestre,863
K2-25 b,K2-25,3.692773106666667,24.5,0.0287,44.9565,Neptuniano,864
K2-257 b,K2-257,0.83,,0.0216,64.0065,Terrestre,865
K2-28 b,K2-28,2.204210555714286,,0.019825,62.9969,Neptuniano,866
K2-3 b,K2-3,2.0542047585714287,6.805714285714286,0.0754249999999999,44.0727,Neptuniano,867
K2-3 c,K2-3,1.6312307692307693,2.8085714285714287,0.1370875,44.0727,Super-Tierra,868
K2-3 d,K2-3,1.4756666666666665,4.25715261,0.2039857142857142,44.0727,Super-Tierra,869
K2-315 b,K2-315,0.95,,,56.9686,Terrestre,870
K2-400 b,K2-400,1.163,,,62.3804,Terrestre,871
K2-415 b,K2-415,1.0583812,7.5,0.027,21.8182,Terrestre,872
K2-91 b,K2-91,1.1666666666666667,,0.0172,62.5785,Terrestre,873
KOBE-1 b,KOBE-1,,8.8,0.07006,23.9718,Unknown,874
KOBE-1 c,KOBE-1,,12.4,0.16071,23.9718,Unknown,875
Kapteyn c,Kapteyn,,7.0,0.311,3.93305,Unknown,876
Kepler-37 b,Kepler-37,0.2965554981818182,4.6561,0.1015471246142857,63.9207,Terrestre,877
Kepler-37 c,Kepler-37,0.7225384615384616,6.65,0.1390299648111111,63.9207,Terrestre,878
Kepler-37 d,Kepler-37,1.9289255813333333,25.566666666666663,0.2109391746666666,63.92069999999999,Super-Tierra,879
Kepler-37 e,Kepler-37,0.37,8.1,0.248,63.9207,Terrestre,880
Kepler-42 b,Kepler-42,1.1294545454545457,0.705944,0.0124757142857142,40.0595,Terrestre,881
Kepler-42 c,Kepler-42,1.378,60.337,0.00658,40.0595,Super-Tierra,882
Kepler-42 d,Kepler-42,1.097909090909091,0.357785,0.01655,40.0595,Terrestre,883
Kepler-444 b,Kepler-444,0.4080454516666666,,0.04023321594,36.4396,Terrestre,884
Kepler-444 c,Kepler-444,9.83334189,,0.0467956957333333,36.4396,Gigante Gaseoso,885
Kepler-444 d,Kepler-444,8.212026922222222,0.2,0.05746923325,36.4396,Gigante Gaseoso,886
Kepler-444 e,Kepler-444,10.068778021111113,0.1,0.0667379769166666,36.4396,Gigante Gaseoso,887
Kepler-444 f,Kepler-444,11.962909205,,0.0777704246,36.4396,Gigante Gaseoso,888
L 168-9 b,L 168-9,1.4938951033333332,4.335,0.020855,25.1496,Super-Tierra,889
L 363-38 b,L 363-38,,4.67,0.048,10.2295,Unknown,890
L 98-59 b,L 98-59,0.8329391666666667,0.532,0.022534,10.6194,Terrestre,891
L 98-59 c,L 98-59,1.3542157142857143,2.2550000000000003,0.0312879999999999,10.6194,Super-Tierra,892
L 98-59 d,L 98-59,1.7841828571428573,2.035,0.0500399999999999,10.6194,Super-Tierra,893
L 98-59 e,L 98-59,,2.9333333333333336,0.0713666666666666,10.6194,Unknown,894
L 98-59 f,L 98-59,,2.885,0.10525,10.6194,Unknown,895
LHS 1140 b,LHS 1140,1.673189062,6.4025,0.09285,14.9861,Super-Tierra,896
LHS 1140 c,LHS 1140,1.32224843,1.8266666666666669,0.02703,14.9861,Super-Tierra,897
LHS 1478 b,LHS 1478,1.317460865,2.33,0.01848,18.2276,Super-Tierra,898
LHS 1678 b,LHS 1678,0.7842931633333333,0.35,0.01245,19.8782,Terrestre,899
LHS 1678 c,LHS 1678,0.9886135666666666,1.4,0.0329,19.8782,Terrestre,900
LHS 1678 d,LHS 1678,0.91884623,,0.04,19.8782,Terrestre,901
LHS 1815 b,LHS 1815,1.09690543,5.14,0.0404,29.8424,Terrestre,902
LHS 1903 b,LHS 1903,1.4300449999999998,3.28,0.02656,35.6917,Super-Tierra,903
LHS 1903 c,LHS 1903,2.40062,4.55,0.05387,35.6917,Neptuniano,904
LHS 1903 d,LHS 1903,2.46795,5.96,0.08604,35.6917,Neptuniano,905
LHS 1903 e,LHS 1903,1.732,5.79,0.15135,35.6917,Super-Tierra,906
LHS 3154 b,LHS 3154,,13.15,0.02262,15.7606,Unknown,907
LHS 3844 b,LHS 3844,1.315007686666667,2.37,0.0062299999999999,14.8846,Super-Tierra,908
LHS 475 b,LHS 475,1.0022651366666666,,0.02037,12.4814,Terrestre,909
LP 261-75 b,LP 261-75 A,,6674.396547,450.0,33.928,Unknown,910
LP 714-47 b,LP 714-47,4.826156675,30.8,0.0417,52.616,Neptuniano,911
LP 791-18 b,LP 791-18,1.1748797366666668,,0.009735,26.4927,Terrestre,912
LP 791-18 c,LP 791-18,2.4569739333333334,7.12,0.030028,26.4927,Neptuniano,913
LP 791-18 d,LP 791-18,1.032,0.905,0.01992,26.4927,Terrestre,914
LP 890-9 b,LP 890-9,1.335680315,13.2,0.01875,32.4298,Super-Tierra,915
LP 890-9 c,LP 890-9,1.367,25.3,0.03984,32.4298,Super-Tierra,916
LSPM J2116+0234 b,LSPM J2116+0234,,13.3,0.0876,17.6297,Unknown,917
LTT 1445 A b,LTT 1445 A,1.346735901666667,2.53,0.03366,6.86929,Super-Tierra,918
LTT 1445 A c,LTT 1445 A,1.272333333333333,1.3033333333333337,0.0252666666666666,6.86929,Super-Tierra,919
LTT 3780 b,LTT 3780,1.29352894,2.4725,0.0120299999999999,21.9814,Super-Tierra,920
LTT 3780 c,LTT 3780,2.347358874,7.4875,0.07621,21.9814,Neptuniano,921
PZ Tel b,PZ Tel,,8581.366989,27.0,47.0648,Unknown,922
Proxima Cen b,Proxima Cen,,1.09875,0.048385,1.30119,Unknown,923
Proxima Cen d,Proxima Cen,,0.26,0.02883,1.30119,Unknown,924
RR Cae b,RR Cae,,1334.886,5.3,21.1916,Unknown,925
Ross 128 b,Ross 128,,1.4,0.0496,3.37454,Unknown,926
Ross 176 b,Ross 176,2.032235,4.57,0.0464,46.4488,Neptuniano,927
Ross 458 c,Ross 458,14.01125,1906.98,1100.0,11.5094,Gigante Gaseoso,928
Ross 508 b,Ross 508,,4.0,0.05366,11.2103,Unknown,929
TIC 231949697 b,TIC 231949697,1.63068799,,,50.2408,Super-Tierra,930
TOI-1011 b,TOI-1011,1.44828,4.04,,52.62,Super-Tierra,931
TOI-1075 b,TOI-1075,1.81581922,9.95,0.011695,61.4592,Super-Tierra,932
TOI-1080 b,TOI-1080,1.2152551,10.7,0.0272,25.559,Terrestre,933
TOI-1130 b,TOI-1130,3.65620833,19.54,0.0446033333333333,58.26090000000001,Neptuniano,934
TOI-1130 c,TOI-1130,14.21787421,319.8874936975,0.0719966666666666,58.2609,Gigante Gaseoso,935
TOI-1184 b,TOI-1184,2.3689489625,6.8,0.0560135,58.5946,Neptuniano,936
TOI-1201 b,TOI-1201,2.316879255,6.28,0.0287,37.8871,Neptuniano,937
TOI-1203 b,TOI-1203,1.52,3.51,0.04869,64.9943,Super-Tierra,938
TOI-1203 c,TOI-1203,,5.46,,64.9943,Unknown,939
TOI-1203 e,TOI-1203,,42.1,,64.9943,Unknown,940
TOI-1203.01,TOI-1203,3.2140487,7.39,0.1632,64.9943,Neptuniano,941
TOI-122 b,TOI-122,2.6773881700000004,,0.0392,62.118,Neptuniano,942
TOI-1224 b,TOI-1224,2.10319269,,0.0355,37.3312,Neptuniano,943
TOI-1224 c,TOI-1224,3.13395621,,,37.3312,Neptuniano,944
TOI-1231 b,TOI-1231,3.764284,15.4,0.1288,27.6227,Neptuniano,945
TOI-1233.01,HD 108236,2.7680410325,,0.11025,64.5978,Neptuniano,946
TOI-1235 b,TOI-1235,1.7817375,6.5,0.038355,39.6345,Super-Tierra,947
TOI-1243 b,TOI-1243,2.263075365,7.7,,43.1865,Neptuniano,948
TOI-1266 b,TOI-1266,2.48742828,9.5225,0.073475,36.0118,Neptuniano,949
TOI-1266 c,TOI-1266,1.850845646,3.6625,0.1048,36.0118,Super-Tierra,950
TOI-1266 d,TOI-1266,,4.135,0.15065,36.0118,Unknown,951
TOI-139 b,TOI-139,2.3951824,,,42.4061,Neptuniano,952
TOI-1411 b,TOI-1411,1.3209353066666667,2.0,0.0221099999999999,32.4778,Super-Tierra,953
TOI-1416 b,TOI-1416,1.610185,3.48,0.019,55.0135,Super-Tierra,954
TOI-1442 b,TOI-1442,1.17668894,,0.0071,41.1659,Terrestre,955
TOI-1450 A b,TOI-1450 A,1.11124038,1.258,,22.4467,Terrestre,956
TOI-1450 A c,TOI-1450 A,,1.527,,22.4467,Unknown,957
TOI-1452 b,TOI-1452,1.64524719,4.82,0.061,30.5212,Super-Tierra,958
TOI-1467 b,TOI-1467,1.8252775,9.0,0.0504159999999999,37.4418,Super-Tierra,959
TOI-1468 b,TOI-1468,1.3786209733333334,3.125,0.02107,24.739899999999995,Super-Tierra,960
TOI-1468 c,TOI-1468,2.0678586633333333,5.369999999999999,0.08608,24.739899999999995,Neptuniano,961
TOI-1470 b,TOI-1470,2.24757483,7.32,0.0285,51.9503,Neptuniano,962
TOI-1470 c,TOI-1470,2.47,7.24,0.106,51.9503,Neptuniano,963
TOI-1634 b,TOI-1634,1.780277082,6.880000000000001,0.0152633333333333,35.2736,Super-Tierra,964
TOI-1634 c,TOI-1634,,,,35.2736,Unknown,965
TOI-1680 b,TOI-1680,1.44312296,,0.03144,37.2209,Super-Tierra,966
TOI-1683.01,TOI-1683,2.563024315,,0.036507593,51.1884,Neptuniano,967
TOI-1685 b,TOI-1685,1.5583800875,3.28,0.0115256666666666,37.6153,Super-Tierra,968
TOI-1693 b,TOI-1693,1.48373672,,0.0226,30.7947,Super-Tierra,969
TOI-1695 b,TOI-1695,1.9097655366666664,5.93,0.033548,45.1309,Super-Tierra,970
TOI-1696 b,TOI-1696,3.1671284400000004,52.7,0.0232,64.9172,Neptuniano,971
TOI-1718 b,TOI-1718,4.1757849700000005,,,52.3044,Neptuniano,972
TOI-1728 b,TOI-1728,4.99475,26.78,0.0391,60.798,Neptuniano,973
TOI-1743 b,TOI-1743,2.567555,,0.03589,41.2758,Neptuniano,974
TOI-1759 b,TOI-1759,3.102808995,10.866666666666667,0.1167666666666666,40.0654,Neptuniano,975
TOI-1774.01,TOI-1774,2.806553856666666,8.5,,53.974,Neptuniano,976
TOI-1776 b,TOI-1776,1.30975948,1.4,0.0378,44.647,Super-Tierra,977
TOI-178 b,TOI-178,1.176,1.23,0.02607,62.699,Terrestre,978
TOI-178 c,TOI-178,1.6459456366666665,4.705,0.037,62.69899999999999,Super-Tierra,979
TOI-178 d,TOI-178,2.6039133333333333,4.105,0.0592,62.69899999999999,Neptuniano,980
TOI-178 e,TOI-178,2.2629108866666665,3.67,0.0783,62.69899999999999,Neptuniano,981
TOI-178 f,TOI-178,2.44122555,6.675,0.1039,62.69899999999999,Neptuniano,982
TOI-178 g,TOI-178,3.186668,4.17,0.1275,62.69899999999999,Neptuniano,983
TOI-1799 b,TOI-1799,1.5640345166666665,4.0,0.071751,62.1274,Super-Tierra,984
TOI-1801 b,TOI-1801,2.0095096066666667,10.869,0.075,30.679600000000004,Neptuniano,985
TOI-1806.01,TOI-1806,3.1253583000000003,,0.087735044,55.5211,Neptuniano,986
TOI-1807 b,TOI-1807,1.4159639575,2.505,0.0107733333333333,42.5775,Super-Tierra,987
TOI-1824 b,TOI-1824,2.59920845,16.0,0.151,59.4314,Neptuniano,988
TOI-1846 b,TOI-1846,1.7911002900000002,,0.03646,47.2496,Super-Tierra,989
TOI-1860 b,TOI-1860,1.19915,,0.0204,45.864,Terrestre,990
TOI-198 b,TOI-198,1.4000316866666669,3.17,0.08375,23.726199999999995,Super-Tierra,991
TOI-2015 b,TOI-2015,4.025243333333333,12.8,0.029711,47.3444,Neptuniano,992
TOI-2015 c,TOI-2015,,8.91,0.041232,47.3444,Unknown,993
TOI-2018 b,TOI-2018,2.27207818,9.2,,27.9956,Neptuniano,994
TOI-206 b,TOI-206,1.416634105,,0.0112,47.7465,Super-Tierra,995
TOI-2068 b,TOI-2068,2.093665385,,0.0632,52.9328,Neptuniano,996
TOI-2076 b,TOI-2076,2.52982435,11.4,0.0767775,41.9091,Neptuniano,997
TOI-2076 c,TOI-2076,3.578721174,31.1,0.120125,41.9091,Neptuniano,998
TOI-2076 d,TOI-2076,3.2526175020000005,18.15,0.166225,41.9091,Neptuniano,999
TOI-2076 e,TOI-2076,1.3279999999999998,4.7,0.038565,41.9091,Super-Tierra,1000
TOI-2081 b,TOI-2081,1.99396451,,0.0752,62.3446,Super-Tierra,1001
TOI-2094 b,TOI-2094,1.807563545,,0.136,50.0248,Super-Tierra,1002
TOI-2095 b,TOI-2095,1.2828286233333337,4.1,0.101,41.9176,Super-Tierra,1003
TOI-2095 c,TOI-2095,1.38917487,7.4,0.1375,41.9176,Super-Tierra,1004
TOI-2096 b,TOI-2096,1.4329897850000002,,0.025,48.4809,Super-Tierra,1005
TOI-2096 c,TOI-2096,1.97773552,,0.04,48.4809,Super-Tierra,1006
TOI-2120 b,TOI-2120,2.378306215,6.8,0.0377,32.1755,Neptuniano,1007
TOI-2128 b,TOI-2128,2.35891369,4.5,0.127,36.578,Neptuniano,1008
TOI-2134 b,TOI-2134,2.954415,9.13,0.078,22.6202,Neptuniano,1009
TOI-2134 c,TOI-2134,6.819210000000001,49.545,0.301,22.6202,Gigante Gaseoso,1010
TOI-2136 b,TOI-2136,2.162645065,8.69,0.0547666666666666,33.3631,Neptuniano,1011
TOI-2194 b,TOI-2194,1.84485,,,19.5711,Super-Tierra,1012
TOI-2257 b,TOI-2257,2.2096847950000003,,0.145,57.7911,Neptuniano,1013
TOI-2266 b,TOI-2266,1.758159365,,0.02,51.6004,Super-Tierra,1014
TOI-2274 b,TOI-2274,2.141738445,,0.05,48.876,Neptuniano,1015
TOI-2285 b,TOI-2285,1.6960378633333333,19.5,0.1363,42.409,Super-Tierra,1016
TOI-2322 b,TOI-2322,1.01184,2.31,0.0924,59.861,Terrestre,1017
TOI-2322 c,TOI-2322,1.891512465,18.1,0.1362,59.861,Super-Tierra,1018
TOI-237 b,TOI-237,1.5787704649999998,,0.0341,38.0749,Super-Tierra,1019
TOI-2406 b,TOI-2406,2.84087265,15.6,0.022735,55.419,Neptuniano,1020
TOI-2411 b,TOI-2411,1.714454405,,0.0144,59.5362,Super-Tierra,1021
TOI-2427 b,TOI-2427,1.89922,,0.0202,28.5147,Super-Tierra,1022
TOI-2431 b,TOI-2431,3.564765,6.2,0.0063,36.0559,Neptuniano,1023
TOI-244 b,TOI-244,1.2737043766666667,2.68,0.06445,22.0337,Super-Tierra,1024
TOI-2443 b,TOI-2443,2.60766309,4.8,0.105,23.9258,Neptuniano,1025
TOI-2445 b,TOI-2445,1.32810733,,0.0064,48.582,Super-Tierra,1026
TOI-2459 b,TOI-2459,2.944816835,,,36.6113,Neptuniano,1027
TOI-260 b,TOI-260,1.7223347066666663,3.765,0.09265,20.1852,Super-Tierra,1028
TOI-262 b,TOI-262,2.068572795,,0.163,43.932,Neptuniano,1029
TOI-269 b,TOI-269,2.85602198,8.8,0.0345,57.0225,Neptuniano,1030
TOI-270 b,TOI-270,1.252493324,1.5133333333333334,0.0320633333333333,22.4793,Super-Tierra,1031
TOI-270 c,TOI-270,2.3668988825,6.175000000000001,0.04623,22.4793,Neptuniano,1032
TOI-270 d,TOI-270,2.095280182,4.49,0.0727,22.4793,Neptuniano,1033
